;;;;;;;;;;;;;x
TAS_absolute_monarchy;Van Diemen's Land;Van Diemen's Land;Van Diemen's Land;;;;;;;;;;;
TAS_absolute_monarchy;Van Diemen's Land;Van Diemen's Land;Van Diemen's Land;;;;;;;;;;;x
TAS_absolute_monarchy_ADJ;Van Diemonian;Van Diemonian;Van Diemonian;;;;;;;;;;;
TAS_absolute_monarchy_ADJ;Van Diemonian;Van Diemonian;Van Diemonian;;;;;;;;;;;x
TAS_ADJ;Tasmanian;Tasmanian;Tasmanian;;;;;;;;;;;
TAS_ADJ;Tasmanian;Tasmanian;Tasmanian;;;;;;;;;;;x
TAS_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;
TAS_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x
TAS_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
TAS_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;x
TAS_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;
TAS_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;x
TAS_conservative_1;Anti-Socialist Party;Anti-Socialist Party;Anti-Socialist Party;;;;;;;;;;;
TAS_conservative_1;Anti-Socialist Party;Anti-Socialist Party;Anti-Socialist Party;;;;;;;;;;;x
TAS_conservative_2;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;
TAS_conservative_2;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;x
TAS_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
TAS_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;x
TAS_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;
TAS_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;x
TAS_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
TAS_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;x
TAS_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;
TAS_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;x
TAS_reactionary_2;Country Party;Country Party;Country Party;;;;;;;;;;;
TAS_reactionary_2;Country Party;Country Party;Country Party;;;;;;;;;;;x
TAS_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;
TAS_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;x
TAS_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;
TAS_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;x
TCA;Transcaucasia;;;;;;;;;;;;;
TCA;Transcaucasia;;;;;;;;;;;;x
TCA_ADJ;Transcaucasian;;;;;;;;;;;;;
TCA_ADJ;Transcaucasian;;;;;;;;;;;;x
teda;Toubou;;;;;;;;;;;;;
TGA;Tonga;;;;;;;;;;;;;
TGA;Tonga;;;;;;;;;;;;;x
TGA_ADJ;Tongan;;;;;;;;;;;;;
TGA_ADJ;Tongan;;;;;;;;;;;;;x
TIG;Tigray;Tigray;Tigray;;Tigray;;;;;;;;;
TIG;Tigray;Tigray;Tigray;;Tigray;;;;;;;;;;x;;;;;;;;;;;;;;
TIG_ADJ;Tigrayan;Tigrayienne;Tigrayische;;;;;;;;;;;
TIG_ADJ;Tigrayan;Tigrayienne;Tigrayische;;;;;;;;;;;;x;;;;;;;;;;;;;;
TIG_anarcho_liberal;Freedom Faction;Faction libertÈ;Freiheit Fraktion;;;;;;;;;;;
TIG_anarcho_liberal;Freedom Faction;Faction libertÈ;Freiheit Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TIG_communist;Tigrayan Communist Party;Tigrayienne Parti communiste;Tigrayan Kommunistischen Partei;;;;;;;;;;;
TIG_communist;Tigrayan Communist Party;Tigrayienne Parti communiste;Tigrayan Kommunistischen Partei;;;;;;;;;;;;x;;;;;;;;;;;;;;
TIG_conservative;Faction of the Ras of Tigray;Faction de l'Ras du TigrÈ;Fraktion der Ras von Tigray;;;;;;;;;;;
TIG_conservative;Faction of the Ras of Tigray;Faction de l'Ras du TigrÈ;Fraktion der Ras von Tigray;;;;;;;;;;;;x;;;;;;;;;;;;;;
TIG_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
TIG_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TIG_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;
TIG_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TIG_reactionary;Traditionalist faction;Faction traditionaliste;Traditionalist Fraktion;;;;;;;;;;;
TIG_reactionary;Traditionalist faction;Faction traditionaliste;Traditionalist Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TIG_socialist;Tigrayan People's Liberation Front;Front de libÈration du Tigrayienne populaire;Tigrayan Volksbefreiungsfront;;;;;;;;;;;
TIG_socialist;Tigrayan People's Liberation Front;Front de libÈration du Tigrayienne populaire;Tigrayan Volksbefreiungsfront;;;;;;;;;;;;x;;;;;;;;;;;;;;
tiv;Bantoid;;;;;;;;;;;;;
TKG;Shogunate Japan;;;;;;;;;;;;;
TKG;Shogunate Japan;;;;;;;;;;;x
TKG_ADJ;Tokugawa;;;;;;;;;;;;;
TKG_ADJ;Tokugawa;;;;;;;;;;;x
TKG_fascist;Kokuryukai;;;;;;;;;;;;;
TKM;Turkmenistan;;;;;;;;;;;;;
TKM;Turkmenistan;;;;;;;;;;;;;x
TKM_absolute_monarchy;Salor Confederation;;;;;;;;;;;;x
TKM_ADJ;Turkmenian;;;;;;;;;;;;;
TKM_ADJ;Turkmenian;;;;;;;;;;;;;x
TKM_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
TKM_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TKM_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
TKM_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TKM_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
TKM_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TKM_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
TKM_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TKM_hms_government;Salor Confederation;;;;;;;;;;;;x
TKM_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
TKM_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TKM_prussian_constitutionalism;Salor Confederation;;;;;;;;;;;;x
TKM_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
TKM_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TKM_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
TKM_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TKS;Turkestan;;;;;;;;;;;;;
TKS;Turkestan;;;;;;;;;;;;;x
TKS_ADJ;Turkic;;;;;;;;;;;;;
TKS_ADJ;Turkic;;;;;;;;;;;;;x
TKS_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
TKS_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TKS_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
TKS_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TKS_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
TKS_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TKS_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
TKS_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TKS_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
TKS_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TKS_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
TKS_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TKS_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
TKS_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TMR;Timor;;;;;;;;;;;;;
TMR_absolute_monarchy;Wehali;;;;;;;;;;;;;
TMR_ADJ;Timorese;;;;;;;;;;;;;
TMT;Tuamotu;;;;;;;;;;;;;
TMT_ADJ;Tuamotu;;;;;;;;;;;;;
TNG;Tang Empire;;;;;;;;;;;;x 
TNG_ADJ;Chinese;;;;;;;;;;;;x 
TNT;Tannu Tuva;;;;;;;;;;;;;
TNT;Tannu Tuva;;;;;;;;;;;;;x
TNT_ADJ;Tuvan;;;;;;;;;;;;;
TNT_ADJ;Tuvan;;;;;;;;;;;;;x
TNT_anarcho_liberal;Freedom Party;Parti de la libertÈ;Freiheitspartei;;;;;;;;;;;
TNT_anarcho_liberal;Freedom Party;Parti de la libertÈ;Freiheitspartei;;;;;;;;;;;x
TNT_communist;Communist Party;Parti communiste ;Kommunistische Partei;;;;;;;;;;;
TNT_communist;Communist Party;Parti communiste ;Kommunistische Partei;;;;;;;;;;;x
TNT_conservative;Conservative Party;Parti conservateur;Konservative Partei;;;;;;;;;;;
TNT_conservative;Conservative Party;Parti conservateur;Konservative Partei;;;;;;;;;;;x
TNT_fascist;Unity Party;Parti unitaire;Einheitspartei;;;;;;;;;;;
TNT_fascist;Unity Party;Parti unitaire;Einheitspartei;;;;;;;;;;;x
TNT_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;
TNT_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;x
TNT_reactionary;Lama Faction;Faction Lama;Lama-Fraktion;;;;;;;;;;;
TNT_reactionary;Lama Faction;Faction Lama;Lama-Fraktion;;;;;;;;;;;x
TNT_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
TNT_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;x
TNZ;Tanganyika;;;;;;;;;;;;;
TNZ;Tanganyika;;;;;;;;;;;;x
TNZ_ADJ;Tanganyikan;;;;;;;;;;;;;
TNZ_ADJ;Tanganyikan;;;;;;;;;;;;x
TNZ_anarcho_liberal;United Democratic Party;;;;;;;;;;;;;
TNZ_communist;Party of the Revolution;;;;;;;;;;;;;
TNZ_conservative;Party for Democracy and Progress;;;;;;;;;;;;;
TNZ_fascist;National Reconstruction Alliance;;;;;;;;;;;;;
TNZ_liberal;Civic United Front;;;;;;;;;;;;;
TNZ_reactionary;Justice and Development Party;;;;;;;;;;;;;
TNZ_socialist;NCCRñMageuzi;;;;;;;;;;;;;
TOC;Tocantins;;;;;;;;;;;;;x
TOC_ADJ;Tocantinense;;;;;;;;;;;;;x
TOG;Togo;;;;;;;;;;;;;
TOG;Togo;;;;;;;;;;;;x
TOG_ADJ;Togolese;;;;;;;;;;;;;
TOG_ADJ;Togolese;;;;;;;;;;;;x
TOG_anarcho_liberal;Rally of Young Togolese;;;;;;;;;;;;;
TOG_communist;Juvento;;;;;;;;;;;;;
TOG_conservative;Party of Progress;;;;;;;;;;;;;
TOG_fascist;Togolese People's Movement;;;;;;;;;;;;;
TOG_liberal;UCPN;;;;;;;;;;;;;
TOG_reactionary;Rally of the Togolese People;;;;;;;;;;;;;
TOG_socialist;Party of Togolese Unity;;;;;;;;;;;;;
TOO;Fouta Tooro;Fouta Toro;Fuua Toro;;Fouta Toro;;;;;;;;;;x;;;;;;;;;;;;;;
TOO;Futa Tooro;Futa Toro;Fuua Toro;;Fouta Toro;;;;;;;;;
TOO_ADJ;Tooro;Toro;Toro;;;;;;;;;;;
TOO_ADJ;Tooro;Toro;Toro;;;;;;;;;;;;x;;;;;;;;;;;;;;
TOO_anarcho_liberal;Freedom Faction;Faction de libertÈ;Freiheits Fraktion;;;;;;;;;;;
TOO_anarcho_liberal;Freedom Faction;Faction de libertÈ;Freiheits Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TOO_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
TOO_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TOO_conservative;Almaami Faction;Faction Almaami;Almaami Fraktion;;;;;;;;;;;
TOO_conservative;Almaami Faction;Faction Almaami;Almaami Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TOO_fascist;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;
TOO_fascist;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TOO_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;
TOO_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TOO_reactionary;Religious Faction;Faction Religieux;Religiˆse Fraktion;;;;;;;;;;;
TOO_reactionary;Religious Faction;Faction Religieux;Religiˆse Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TOO_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
TOO_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TOS;Shikoku;;;;;;;;;;;;;
TOS;Shikoku;;;;;;;;;;;;;x
TOS_absolute_monarchy;Tosa;;;;;;;;;;;;;
TOS_absolute_monarchy;Tosa;;;;;;;;;;;;;x
TOS_absolute_monarchy_ADJ;Yamauchi;;;;;;;;;;;;;
TOS_absolute_monarchy_ADJ;Yamauchi;;;;;;;;;;;;;x
TOS_ADJ;Shikokuan;;;;;;;;;;;;;
TOS_ADJ;Shikokuan;;;;;;;;;;;;;x
TOS_hms_government;Tosa;;;;;;;;;;;;;
TOS_hms_government;Tosa;;;;;;;;;;;;;x
TOS_hms_government_ADJ;Yamauchi;;;;;;;;;;;;;
TOS_hms_government_ADJ;Yamauchi;;;;;;;;;;;;;x
TOS_prussian_constitutionalism;Tosa;;;;;;;;;;;;;
TOS_prussian_constitutionalism;Tosa;;;;;;;;;;;;;x
TOS_prussian_constitutionalism_ADJ;Yamauchi;;;;;;;;;;;;;
TOS_prussian_constitutionalism_ADJ;Yamauchi;;;;;;;;;;;;;x
TOU;Toucouleur Empire;;;;;;;;;;;;x
TOU;Tukulor Empire;;;;;;;;;;;;;
TOU_ADJ;Toucouleur;;;;;;;;;;;;x
TOU_ADJ;Tukulor;;;;;;;;;;;;;
TOU_bourgeois_dictatorship;Toucouleur Republic;;;;;;;;;;;;x
TOU_bourgeois_dictatorship;Tukulor Republic;;;;;;;;;;;;;
TOU_democracy;Toucouleur Republic;;;;;;;;;;;;x
TOU_democracy;Tukulor Republic;;;;;;;;;;;;;
TOU_fascist_dictatorship;Sahelian Republic;;;;;;;;;;;;;
TOU_fascist_dictatorship;Sahelian Republic;;;;;;;;;;;;x
TOU_fascist_dictatorship_ADJ;Sahelian;;;;;;;;;;;;;
TOU_fascist_dictatorship_ADJ;Sahelian;;;;;;;;;;;;x
TOU_presidential_dictatorship;Toucouleur Republic;;;;;;;;;;;;x
TOU_presidential_dictatorship;Tukulor Republic;;;;;;;;;;;;;
TOU_proletarian_dictatorship;Sahelian People's Republic;;;;;;;;;;;;;
TOU_proletarian_dictatorship;Sahelian People's Republic;;;;;;;;;;;;x
TOU_proletarian_dictatorship_ADJ;Sahelian;;;;;;;;;;;;;
TOU_proletarian_dictatorship_ADJ;Sahelian;;;;;;;;;;;;x
TPG;Heavenly Kingdom;;;;;;;;;;;;;
TPG;Heavenly Kingdom;;;;;;;;;;;;x
TPG_ADJ;Taiping;;;;;;;;;;;;;
TPG_ADJ;Taiping;;;;;;;;;;;;x
TPG_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
TPG_anarcho_liberal;The Radical Faction;;;;;;;;;;;;x
TPG_bourgeois_dictatorship;Taiping Republic;;;;;;;;;;;;;
TPG_bourgeois_dictatorship;Taiping Republic;;;;;;;;;;;;;x
TPG_communist;The Communist Faction;;;;;;;;;;;;;
TPG_communist;The Communist Faction;;;;;;;;;;;;x
TPG_conservative;West King;;;;;;;;;;;;;
TPG_conservative;West King;;;;;;;;;;;;x
TPG_democracy;Taiping Republic;;;;;;;;;;;;;
TPG_democracy;Taiping Republic;;;;;;;;;;;;;x
TPG_fascist;The Fascist Faction;;;;;;;;;;;;;
TPG_fascist;The Fascist Faction;;;;;;;;;;;;x
TPG_fascist_dictatorship;Taiping;;;;;;;;;;;;;
TPG_fascist_dictatorship;Taiping;;;;;;;;;;;;;x
TPG_liberal;Yi King;;;;;;;;;;;;;
TPG_liberal;Yi King;;;;;;;;;;;;x
TPG_presidential_dictatorship;Taiping Clique;;;;;;;;;;;;;
TPG_presidential_dictatorship;Taiping;;;;;;;;;;;;;x
TPG_proletarian_dictatorship;Communist Taiping;;;;;;;;;;;;;
TPG_proletarian_dictatorship;Communist Taiping;;;;;;;;;;;;;x
TPG_reactionary;East King;;;;;;;;;;;;;
TPG_reactionary;East King;;;;;;;;;;;;x
TPG_socialist;North King;;;;;;;;;;;;;
TPG_socialist;North King;;;;;;;;;;;;x
TRE_anarcho_liberal;Radicali;Radicali;Radicali;;Radicali;;;;;;;;;
TRE_anarcho_liberal;Radicali;Radicali;Radicali;;Radicali;;;;;;;;;x
TRE_communist;Rivoluzionari;Rivoluzionari;Rivoluzionari;;Rivoluzio nari;;;;;;;;;
TRE_communist;Rivoluzionari;Rivoluzionari;Rivoluzionari;;Rivoluzio nari;;;;;;;;;x
TRE_conservative;Transigenti;Transigenti;Transigen ti;;Transigenti;;;;;;;;;
TRE_conservative;Transigenti;Transigenti;Transigen ti;;Transigenti;;;;;;;;;x
TRE_fascist;Fascisti;Fascisti;Fascisti;;Fascisti;;;;;;;;;
TRE_fascist;Fascisti;Fascisti;Fascisti;;Fascisti;;;;;;;;;x
TRE_liberal;Intransigenti;Intransigenti;Intransige nti;;Intransigenti;;;;;;;;;
TRE_liberal;Intransigenti;Intransigenti;Intransige nti;;Intransigenti;;;;;;;;;x
TRE_reactionary;Monarchici;Monarchici;Monarchici;;Monarchici;;;;;;;;;
TRE_reactionary;Monarchici;Monarchici;Monarchici;;Monarchici;;;;;;;;;x
TRE_reactionary_2;Cattolici;Cattolici;Cattolici;;C attolici;;;;;;;;;
TRE_reactionary_2;Cattolici;Cattolici;Cattolici;;C attolici;;;;;;;;;x
TRE_socialist;Socialisti;Socialisti;Socialisti;;So cialisti;;;;;;;;;
TRE_socialist;Socialisti;Socialisti;Socialisti;;So cialisti;;;;;;;;;x
TRK;Truk;Truk;Truk;;;;;;;;;;;
TRK;Truk;Truk;Truk;;;;;;;;;;;;x
TRK_ADJ;Trukese;Trukese;Trukese;;;;;;;;;;;
TRK_ADJ;Trukese;Trukese;Trukese;;;;;;;;;;;;x
TRS;Tarasco;;;;;;;;;;;;;
TRS_ADJ;Tarascan;;;;;;;;;;;;;
TRZ;Mauritania;;;;;;;;;;;;x
TRZ;Trarza;;;;;;;;;;;;;
TRZ_absolute_monarchy;Trarza;;;;;;;;;;;;x
TRZ_absolute_monarchy_ADJ;Maures;;;;;;;;;;;;x
TRZ_ADJ;Mauritanian;;;;;;;;;;;;x
TRZ_ADJ;Trarzan;;;;;;;;;;;;;
TRZ_anarcho_liberal;Radical Faction;;;;;;;;;;;;;
TRZ_anarcho_liberal;Radical Faction;;;;;;;;;;;;x
TRZ_bourgeois_dictatorship;Mauritania;Mauritanie;Mauretanien;;;;;;;;;;;
TRZ_bourgeois_dictatorship_ADJ;Mauritanian;Mauritanien;Mauretanische;;;;;;;;;;;
TRZ_communist;Communist Party;;;;;;;;;;;;x
TRZ_communist;Mauritanian Entente;;;;;;;;;;;;;
TRZ_conservative;Emir's Faction;;;;;;;;;;;;;
TRZ_conservative;Emir's Faction;;;;;;;;;;;;x
TRZ_conservative_2;Progressive Union;;;;;;;;;;;;;
TRZ_democracy;Mauritania;Mauritanie;Mauretanien;;;;;;;;;;;
TRZ_democracy_ADJ;Mauritanian;Mauritanien;Mauretanische;;;;;;;;;;;
TRZ_fascist;Fascist Faction;;;;;;;;;;;;x
TRZ_fascist;Nahda;;;;;;;;;;;;;
TRZ_fascist_dictatorship;Mauritania;Mauritanie;Mauretanien;;;;;;;;;;;
TRZ_fascist_dictatorship_ADJ;Mauritanian;Mauritanien;Mauretanische;;;;;;;;;;;
TRZ_liberal;Reform Faction;;;;;;;;;;;;;
TRZ_liberal;Reform Faction;;;;;;;;;;;;x
TRZ_liberal_2;Agreement Party;;;;;;;;;;;;;
TRZ_presidential_dictatorship;Mauritania;Mauritanie;Mauretanien;;;;;;;;;;;
TRZ_presidential_dictatorship_ADJ;Mauritanian;Mauritanien;Mauretanische;;;;;;;;;;;
TRZ_proletarian_dictatorship;Mauritania;Mauritanie;Mauretanien;;;;;;;;;;;
TRZ_proletarian_dictatorship_ADJ;Mauritanian;Mauritanien;Mauretanische;;;;;;;;;;;
TRZ_reactionary;Islamic faction;;;;;;;;;;;;;
TRZ_reactionary;Islamic faction;;;;;;;;;;;;x
TRZ_reactionary_2;People's Party;;;;;;;;;;;;;
TRZ_socialist;Association of the Young Mauritanians;;;;;;;;;;;;;
TRZ_socialist;Socialist Party;;;;;;;;;;;;x
TSW;Bechuanaland;;;;;;;;;;;;;
TSW;Botswana;Botswana;Botswana;;Botswana;;;;;;;;;;x;;;;;;;;;;;;;;
TSW_ADJ;Tswana;Tswana;Tswana;;;;;;;;;;;
TSW_ADJ;Tswana;Tswana;Tswana;;;;;;;;;;;;x;;;;;;;;;;;;;;
TSW_anarcho_liberal;Bechuanaland Alliance Movement;;;;;;;;;;;;;
TSW_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TSW_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TSW_communist;International Socialist Organization;;;;;;;;;;;;;
TSW_conservative;Bechuanaland Independence Party;;;;;;;;;;;;;
TSW_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TSW_fascist;Bechuanaland Fascist Front;;;;;;;;;;;;;
TSW_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TSW_liberal;Bechuanaland People's Party;;;;;;;;;;;;;
TSW_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TSW_reactionary;Bechuanaland National Front;;;;;;;;;;;;;
TSW_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TSW_socialist;Bechuanaland Democratic Party;;;;;;;;;;;;;
TSW_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
TTB;Trinidad;TrinitÈ & Tobago;Trinidad & Tobago;;Trinidad & Tobago;;;;;;;;;
TTB;Trinidad;TrinitÈ & Tobago;Trinidad & Tobago;;Trinidad & Tobago;;;;;;;;;x
TTB_ADJ;Trinidadian;Trinidadien;Trinidadisch;;Trinidadian;;;;;;;;;
TTB_ADJ;Trinidadian;Trinidadien;Trinidadisch;;Trinidadian;;;;;;;;;x
TTB_anarcho_liberal;Butler Party;Butler Party;Butler Party;;;;;;;;;;;
TTB_anarcho_liberal;Butler Party;Butler Party;Butler Party;;;;;;;;;;;x
TTB_communist;Worker's Party;Worker's Party;Worker's Party;;;;;;;;;;;
TTB_communist;Worker's Party;Worker's Party;Worker's Party;;;;;;;;;;;x
TTB_conservative;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;
TTB_conservative;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;x
TTB_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
TTB_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;x
TTB_liberal;Citizens' Alliance;Citizens' Alliance;Citizens' Alliance;;;;;;;;;;;
TTB_liberal;Citizens' Alliance;Citizens' Alliance;Citizens' Alliance;;;;;;;;;;;x
TTB_reactionary;National Party;National Party;National Party;;;;;;;;;;;
TTB_reactionary;National Party;National Party;National Party;;;;;;;;;;;x
TTB_socialist;People's Partnership;People's Partnership;People's Partnership;;;;;;;;;;;
TTB_socialist;People's Partnership;People's Partnership;People's Partnership;;;;;;;;;;;x
TUN;Tunisia;;;;;;;;;;;;;
TUN_absolute_monarchy;Tunis;;;;;;;;;;;;;
TUN_prussian_constitutionalism;Tunis;;;;;;;;;;;;;
TUR;Turkey;;;;;;;;;;;;;
TUR_absolute_monarchy;The Ottoman Empire;;;;;;;;;;;;;
TUR_absolute_monarchy_ADJ;Ottoman;;;;;;;;;;;;;
TUR_ADJ;Turkish;;;;;;;;;;;;;
TUR_anarcho_liberal;Osmanli Ahrar Firkasi;;;;;;;;;;;;;
TUR_anarcho_liberal;Osmanli Ahrar Firkasi;;;;;;;;;;;;;x
TUR_bourgeois_dictatorship;Turkey;;;;;;;;;;;;;x
TUR_bourgeois_dictatorship;Turkish Free State;;;;;;;;;;;;;
TUR_bourgeois_dictatorship_ADJ;Turkish;;;;;;;;;;;;;x
TUR_communist;Ihtilalci Avam Firkasi;;;;;;;;;;;;;
TUR_communist;Ihtilalci Avam Firkasi;;;;;;;;;;;;;x
TUR_communist_2;Kom¸nist Firka;;;;;;;;;;;;;
TUR_communist_2;Kom¸nist Firka;;;;;;;;;;;;;x
TUR_communist_3;Halk Istirakiyun Firkasi;;;;;;;;;;;;;
TUR_communist_3;Halk Istirakiyun Firkasi;;;;;;;;;;;;;x
TUR_conservative;H¸kumet-i H¸mayun;;;;;;;;;;;;;
TUR_conservative;H¸kumet-i H¸mayun;;;;;;;;;;;;;x
TUR_conservative_2;Selamet-i Osmaniye;;;;;;;;;;;;;
TUR_conservative_2;Selamet-i Osmaniye;;;;;;;;;;;;;x
TUR_conservative_3;H¸rriyet ve Itil‚f Firkasi;;;;;;;;;;;;;
TUR_conservative_3;H¸rriyet ve Itil‚f Firkasi;;;;;;;;;;;;;x
TUR_fascist;Ittihat ve Terakki Firkasi;;;;;;;;;;;;;
TUR_fascist;Ittihat ve Terakki Firkasi;;;;;;;;;;;;;x
TUR_fascist_2;T¸rk Ocagi;;;;;;;;;;;;;
TUR_fascist_2;T¸rk Ocagi;;;;;;;;;;;;;x
TUR_fascist_3;Milli Firka;;;;;;;;;;;;;
